"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"095007","Ardauli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",826,"p","dato provvisorio"
"058117","Ardea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",50953,"p","dato provvisorio"
"014005","Ardenno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3257,"p","dato provvisorio"
"080005","Ardore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5028,"p","dato provvisorio"
"102002","Arena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1328,"p","dato provvisorio"
"018005","Arena Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1564,"p","dato provvisorio"
"010001","Arenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11318,"p","dato provvisorio"
"013011","Argegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",679,"p","dato provvisorio"
"004006","Argentera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",76,"p","dato provvisorio"
"079007","Argusto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",482,"p","dato provvisorio"
"073001","Avetrana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6505,"p","dato provvisorio"
"066006","Avezzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",42276,"p","dato provvisorio"
"093004","Aviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9130,"p","dato provvisorio"
"016015","Aviatico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",557,"p","dato provvisorio"
"001013","Avigliana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12599,"p","dato provvisorio"
"076007","Avigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11081,"p","dato provvisorio"
"055033","Avigliano Umbro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2453,"p","dato provvisorio"
"022007","Avio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4119,"p","dato provvisorio"
"007006","Avise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",302,"p","dato provvisorio"
"089002","Avola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",31145,"p","dato provvisorio"
"006010","Avolasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",262,"p","dato provvisorio"
"007007","Ayas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1380,"p","dato provvisorio"
"007008","Aymavilles","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2115,"p","dato provvisorio"
"001014","Azeglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1250,"p","dato provvisorio"
"019004","Azzanello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",608,"p","dato provvisorio"
"005006","Azzano d'Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",381,"p","dato provvisorio"
"093005","Azzano Decimo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15753,"p","dato provvisorio"
"017008","Azzano Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3396,"p","dato provvisorio"
"016016","Azzano San Paolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7625,"p","dato provvisorio"
"012006","Azzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4691,"p","dato provvisorio"
"012007","Azzio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",763,"p","dato provvisorio"
"016017","Azzone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",388,"p","dato provvisorio"
"103006","Baceno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",886,"p","dato provvisorio"
"063006","Bacoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26112,"p","dato provvisorio"
"008006","Badalucco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1094,"p","dato provvisorio"
"021006","Badia/Abtei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3471,"p","dato provvisorio"
"018006","Badia Pavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",362,"p","dato provvisorio"
"029004","Badia Polesine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10125,"p","dato provvisorio"
"051003","Badia Tedalda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1030,"p","dato provvisorio"
"079008","Badolato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2912,"p","dato provvisorio"
"082006","Bagheria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",54620,"p","dato provvisorio"
"039002","Bagnacavallo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16687,"p","dato provvisorio"
"080007","Bagnara Calabra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9883,"p","dato provvisorio"
"039003","Bagnara di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2416,"p","dato provvisorio"
"030008","Bagnaria Arsa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3428,"p","dato provvisorio"
"004008","Bagnasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1017,"p","dato provvisorio"
"016018","Bagnatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4396,"p","dato provvisorio"
"046002","Bagni di Lucca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5865,"p","dato provvisorio"
"040001","Bagno di Romagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5760,"p","dato provvisorio"
"094003","Bagnoli del Trigno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",675,"p","dato provvisorio"
"028008","Bagnoli di Sopra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3458,"p","dato provvisorio"
"064009","Bagnoli Irpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3111,"p","dato provvisorio"
"075008","Bagnolo del Salento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1815,"p","dato provvisorio"
"029005","Bagnolo di Po","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1203,"p","dato provvisorio"
"035002","Bagnolo in Piano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9784,"p","dato provvisorio"
"017009","Bagnolo Mella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12619,"p","dato provvisorio"
"020003","Bagnolo San Vito","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5869,"p","dato provvisorio"
"017010","Bagolino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3807,"p","dato provvisorio"
"003106","Novara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",103985,"p","dato provvisorio"
"004078","Cuneo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",56203,"p","dato provvisorio"
"005005","Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",75528,"p","dato provvisorio"
"006003","Alessandria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",93634,"p","dato provvisorio"
"096004","Biella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",43812,"p","dato provvisorio"
"103072","Verbania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",30391,"p","dato provvisorio"
"007003","Aosta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",34052,"p","dato provvisorio"
"012133","Varese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",80645,"p","dato provvisorio"
"013075","Como","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",85915,"p","dato provvisorio"
"014061","Sondrio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21457,"p","dato provvisorio"
"015146","Milano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1396059,"p","dato provvisorio"
"016024","Bergamo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",121781,"p","dato provvisorio"
"017029","Brescia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",199579,"p","dato provvisorio"
"018110","Pavia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",73334,"p","dato provvisorio"
"019036","Cremona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",72672,"p","dato provvisorio"
"020030","Mantova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",49440,"p","dato provvisorio"
"097042","Lecco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48173,"p","dato provvisorio"
"098031","Lodi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",46050,"p","dato provvisorio"
"108033","Monza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",124051,"p","dato provvisorio"
"021008","Bolzano/Bozen","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",107407,"p","dato provvisorio"
"022205","Trento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",118902,"p","dato provvisorio"
"060038","Frosinone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",45624,"p","dato provvisorio"
"070006","Campobasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",49028,"p","dato provvisorio"
"064008","Avellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",53640,"p","dato provvisorio"
"074001","Brindisi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",85881,"p","dato provvisorio"
"076063","Potenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",66459,"p","dato provvisorio"
"079023","Catanzaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",88313,"p","dato provvisorio"
"101010","Crotone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",62449,"p","dato provvisorio"
"081021","Trapani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",67141,"p","dato provvisorio"
"082053","Palermo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",657960,"p","dato provvisorio"
"083048","Messina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",229565,"p","dato provvisorio"
"084001","Agrigento","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",58273,"p","dato provvisorio"
"085004","Caltanissetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",61331,"p","dato provvisorio"
"086009","Enna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26658,"p","dato provvisorio"
"087015","Catania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",311402,"p","dato provvisorio"
"088009","Ragusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",73409,"p","dato provvisorio"
"089017","Siracusa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",120405,"p","dato provvisorio"
"090064","Sassari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",126218,"p","dato provvisorio"
"091051","Nuoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",35763,"p","dato provvisorio"
"092009","Cagliari","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",153231,"p","dato provvisorio"
"095038","Oristano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",31469,"p","dato provvisorio"
"028001","Abano Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",20274,"p","dato provvisorio"
"098001","Abbadia Cerreto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",270,"p","dato provvisorio"
"097001","Abbadia Lariana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3207,"p","dato provvisorio"
"052001","Abbadia San Salvatore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6241,"p","dato provvisorio"
"095001","Abbasanta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2643,"p","dato provvisorio"
"068001","Abbateggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",365,"p","dato provvisorio"
"015002","Abbiategrasso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",32855,"p","dato provvisorio"
"076001","Abriola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1379,"p","dato provvisorio"
"088001","Acate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11486,"p","dato provvisorio"
"071001","Accadia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2277,"p","dato provvisorio"
"004001","Acceglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",156,"p","dato provvisorio"
"077001","Accettura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1718,"p","dato provvisorio"
"066001","Acciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",312,"p","dato provvisorio"
"057001","Accumoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",585,"p","dato provvisorio"
