"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"098020","Comazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2293,"p","dato provvisorio"
"030029","Comeglians","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",461,"p","dato provvisorio"
"025015","Comelico Superiore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2135,"p","dato provvisorio"
"012055","Comerio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2931,"p","dato provvisorio"
"017060","Comezzano-Cizzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4012,"p","dato provvisorio"
"003052","Comignago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1245,"p","dato provvisorio"
"088003","Comiso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",31107,"p","dato provvisorio"
"084016","Comitini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",896,"p","dato provvisorio"
"063029","Comiziano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1744,"p","dato provvisorio"
"020020","Commessaggio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1113,"p","dato provvisorio"
"022064","Commezzadura","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",996,"p","dato provvisorio"
"034011","Compiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1089,"p","dato provvisorio"
"016081","Comun Nuovo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4436,"p","dato provvisorio"
"044015","Comunanza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3020,"p","dato provvisorio"
"027010","Cona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2921,"p","dato provvisorio"
"094018","Conca Casale","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",173,"p","dato provvisorio"
"065044","Conca dei Marini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",675,"p","dato provvisorio"
"061031","Conca della Campania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1193,"p","dato provvisorio"
"023029","Concamarise","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1089,"p","dato provvisorio"
"057023","Concerviano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",273,"p","dato provvisorio"
"017061","Concesio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15746,"p","dato provvisorio"
"027011","Concordia Sagittaria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10370,"p","dato provvisorio"
"036010","Concordia sulla Secchia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8302,"p","dato provvisorio"
"108021","Concorezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",15866,"p","dato provvisorio"
"080029","Condofuri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4910,"p","dato provvisorio"
"001093","Condove","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4485,"p","dato provvisorio"
"083018","Condrò","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",483,"p","dato provvisorio"
"026021","Conegliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",35276,"p","dato provvisorio"
"018052","Confienza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1580,"p","dato provvisorio"
"057024","Configni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",568,"p","dato provvisorio"
"079033","Conflenti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1352,"p","dato provvisorio"
"006060","Coniolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",440,"p","dato provvisorio"
"039008","Conselice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9709,"p","dato provvisorio"
"028034","Conselve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10177,"p","dato provvisorio"
"082033","Contessa Entellina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1608,"p","dato provvisorio"
"057025","Contigliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3886,"p","dato provvisorio"
"064029","Contrada","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3013,"p","dato provvisorio"
"067020","Controguerra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2302,"p","dato provvisorio"
"065045","Controne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",806,"p","dato provvisorio"
"065046","Contursi Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3312,"p","dato provvisorio"
"072019","Conversano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",26122,"p","dato provvisorio"
"064030","Conza della Campania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1301,"p","dato provvisorio"
"006061","Conzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",955,"p","dato provvisorio"
"075022","Copertino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",23653,"p","dato provvisorio"
"018053","Copiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1772,"p","dato provvisorio"
"038007","Copparo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16071,"p","dato provvisorio"
"018054","Corana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",772,"p","dato provvisorio"
"072020","Corato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48019,"p","dato provvisorio"
"065047","Corbara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2525,"p","dato provvisorio"
"015085","Corbetta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18517,"p","dato provvisorio"
"029017","Corbola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2305,"p","dato provvisorio"
"056023","Corchiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3672,"p","dato provvisorio"
"054015","Corciano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",21469,"p","dato provvisorio"
"093017","Cordenons","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18300,"p","dato provvisorio"
"026022","Cordignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6931,"p","dato provvisorio"
"093018","Cordovado","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2762,"p","dato provvisorio"
"046011","Coreglia Antelminelli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5190,"p","dato provvisorio"
"010019","Coreglia Ligure","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",277,"p","dato provvisorio"
"060030","Coreno Ausonio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1578,"p","dato provvisorio"
"066041","Corfinio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1012,"p","dato provvisorio"
"059006","Cori","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10740,"p","dato provvisorio"
"099003","Coriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10529,"p","dato provvisorio"
"075023","Corigliano d'Otranto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5719,"p","dato provvisorio"
"042015","Corinaldo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4889,"p","dato provvisorio"
"001094","Corio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3183,"p","dato provvisorio"
"082034","Corleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10855,"p","dato provvisorio"
"065048","Corleto Monforte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",528,"p","dato provvisorio"
"076029","Corleto Perticara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2461,"p","dato provvisorio"
"015086","Cormano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",20516,"p","dato provvisorio"
"031002","Cormons","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7297,"p","dato provvisorio"
"016082","Corna Imagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",933,"p","dato provvisorio"
"016249","Cornalba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",297,"p","dato provvisorio"
"015087","Cornaredo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",20581,"p","dato provvisorio"
"021023","Cornedo all'Isarco/Karneid","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3421,"p","dato provvisorio"
"024034","Cornedo Vicentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11903,"p","dato provvisorio"
"098021","Cornegliano Laudense","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2889,"p","dato provvisorio"
"004072","Corneliano d'Alba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2166,"p","dato provvisorio"
"030030","Corno di Rosazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3117,"p","dato provvisorio"
"098022","Corno Giovine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1149,"p","dato provvisorio"
"098023","Cornovecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",206,"p","dato provvisorio"
"026023","Cornuda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6281,"p","dato provvisorio"
"108022","Correzzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3034,"p","dato provvisorio"
"028035","Correzzola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5140,"p","dato provvisorio"
"013077","Corrido","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",825,"p","dato provvisorio"
"004074","Cossano Belbo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",940,"p","dato provvisorio"
"001095","Cossano Canavese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",463,"p","dato provvisorio"
"096020","Cossato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",14372,"p","dato provvisorio"
"009026","Cosseria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1065,"p","dato provvisorio"
"044016","Cossignano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",900,"p","dato provvisorio"
"103023","Cossogno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",672,"p","dato provvisorio"
"090027","Cossoine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",788,"p","dato provvisorio"
"005049","Cossombrato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",521,"p","dato provvisorio"
"018058","Costa de' Nobili","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",395,"p","dato provvisorio"
"016084","Costa di Mezzate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3381,"p","dato provvisorio"
"029018","Costa di Rovigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2486,"p","dato provvisorio"
"097026","Costa Masnaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4775,"p","dato provvisorio"
"016247","Costa Serina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",897,"p","dato provvisorio"
"016085","Costa Valle Imagna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",557,"p","dato provvisorio"
"006062","Costa Vescovato","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",323,"p","dato provvisorio"
"016086","Costa Volpino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9035,"p","dato provvisorio"
"024035","Costabissara","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7703,"p","dato provvisorio"
"054016","Costacciaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1143,"p","dato provvisorio"
"002047","Costanzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",744,"p","dato provvisorio"
"008024","Costarainera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",780,"p","dato provvisorio"
"023030","Costermano sul Garda","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3902,"p","dato provvisorio"
"005050","Costigliole d'Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5755,"p","dato provvisorio"
"004075","Costigliole Saluzzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3318,"p","dato provvisorio"
"039009","Cotignola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7375,"p","dato provvisorio"
"101009","Cotronei","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5425,"p","dato provvisorio"
"057026","Cottanello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",530,"p","dato provvisorio"
"007022","Courmayeur","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2730,"p","dato provvisorio"
"016087","Covo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4168,"p","dato provvisorio"
"018059","Cozzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",367,"p","dato provvisorio"
"077007","Craco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",668,"p","dato provvisorio"
"097027","Crandola Valsassina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",261,"p","dato provvisorio"
"002048","Cravagliana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",254,"p","dato provvisorio"
"004076","Cravanzana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",373,"p","dato provvisorio"
"103024","Craveggia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",764,"p","dato provvisorio"
"024036","Creazzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11347,"p","dato provvisorio"
"069027","Crecchio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2769,"p","dato provvisorio"
"016088","Credaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3610,"p","dato provvisorio"
"019034","Credera Rubbiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1569,"p","dato provvisorio"
"019035","Crema","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",34606,"p","dato provvisorio"
"097028","Cremella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1713,"p","dato provvisorio"
"012056","Cremenaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",785,"p","dato provvisorio"
"097029","Cremeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1636,"p","dato provvisorio"
"013083","Cremia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",674,"p","dato provvisorio"
"006063","Cremolino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1036,"p","dato provvisorio"
"019037","Cremosano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1730,"p","dato provvisorio"
"002049","Crescentino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7777,"p","dato provvisorio"
"024037","Crespadoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1308,"p","dato provvisorio"
"098025","Crespiatica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2289,"p","dato provvisorio"
"029019","Crespino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1761,"p","dato provvisorio"
"003055","Cressa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1608,"p","dato provvisorio"
"096021","Crevacuore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1476,"p","dato provvisorio"
"037024","Crevalcore","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13784,"p","dato provvisorio"
"103025","Crevoladossola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4525,"p","dato provvisorio"
"063030","Crispano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12167,"p","dato provvisorio"
"073004","Crispiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13403,"p","dato provvisorio"
"004077","Crissolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",158,"p","dato provvisorio"
"010020","Crocefieschi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",523,"p","dato provvisorio"
"026025","Crocetta del Montello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6107,"p","dato provvisorio"
"103026","Crodo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1400,"p","dato provvisorio"
"067023","Crognaleto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1169,"p","dato provvisorio"
"078046","Cropalati","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1032,"p","dato provvisorio"
"079036","Cropani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4790,"p","dato provvisorio"
"002052","Crova","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",408,"p","dato provvisorio"
"022068","Croviana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",679,"p","dato provvisorio"
"101011","Crucoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2978,"p","dato provvisorio"
"012058","Cuasso al Monte","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3611,"p","dato provvisorio"
"065049","Cuccaro Vetere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",555,"p","dato provvisorio"
"013084","Cucciago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3495,"p","dato provvisorio"
"012059","Cugliate-Fabiasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3099,"p","dato provvisorio"
"068017","Cugnoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1414,"p","dato provvisorio"
"012061","Curiglia con Monteviasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",165,"p","dato provvisorio"
"005052","Dusino San Michele","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1072,"p","dato provvisorio"
"065050","Eboli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",39442,"p","dato provvisorio"
"017068","Edolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4474,"p","dato provvisorio"
"021029","Egna/Neumarkt","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5463,"p","dato provvisorio"
"068018","Elice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1673,"p","dato provvisorio"
"097033","Ello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1206,"p","dato provvisorio"
"092108","Elmas","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9519,"p","dato provvisorio"
"004083","Elva","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",89,"p","dato provvisorio"
"007025","Emarèse","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",226,"p","dato provvisorio"
"048014","Empoli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",48834,"p","dato provvisorio"
"016093","Endine Gaiano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3429,"p","dato provvisorio"
"024039","Enego","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1583,"p","dato provvisorio"
"030035","Enemonzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1313,"p","dato provvisorio"
"004084","Entracque","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",847,"p","dato provvisorio"
"016094","Entratico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2010,"p","dato provvisorio"
"004085","Envie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1967,"p","dato provvisorio"
"076030","Episcopia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1329,"p","dato provvisorio"
"027013","Eraclea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",12224,"p","dato provvisorio"
"013095","Erba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16335,"p","dato provvisorio"
"023032","Erbè","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1896,"p","dato provvisorio"
"023033","Erbezzo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",770,"p","dato provvisorio"
"017069","Erbusco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8741,"p","dato provvisorio"
"074006","Erchie","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8475,"p","dato provvisorio"
"063064","Ercolano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",52273,"p","dato provvisorio"
"081008","Erice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",27046,"p","dato provvisorio"
"009028","Erli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",223,"p","dato provvisorio"
"093019","Erto e Casso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",369,"p","dato provvisorio"
"090088","Erula","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",725,"p","dato provvisorio"
"097034","Erve","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",691,"p","dato provvisorio"
"043016","Esanatoglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1930,"p","dato provvisorio"
"017070","Esine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5216,"p","dato provvisorio"
"097035","Esino Lario","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",757,"p","dato provvisorio"
"060031","Esperia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3841,"p","dato provvisorio"
"090028","Esporlatu","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",380,"p","dato provvisorio"
"028037","Este","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16189,"p","dato provvisorio"
"007026","Etroubles","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",476,"p","dato provvisorio"
"013097","Eupilio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2618,"p","dato provvisorio"
"001100","Exilles","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",238,"p","dato provvisorio"
"006067","Fabbrica Curone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",593,"p","dato provvisorio"
"035021","Fabbrico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6641,"p","dato provvisorio"
"042017","Fabriano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",30167,"p","dato provvisorio"
"056024","Fabrica di Roma","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8258,"p","dato provvisorio"
"102010","Fabrizia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2078,"p","dato provvisorio"
"055011","Fabro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2733,"p","dato provvisorio"
"030036","Faedis","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2829,"p","dato provvisorio"
"014028","Faedo Valtellino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",554,"p","dato provvisorio"
"071023","Faeto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",614,"p","dato provvisorio"
"061101","Falciano del Massico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3492,"p","dato provvisorio"
"070023","Ferrazzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3260,"p","dato provvisorio"
"012069","Ferrera di Varese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",699,"p","dato provvisorio"
"018062","Ferrera Erbognone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1097,"p","dato provvisorio"
